plotID,date,plotsize,spcode,species,cover,utme,utmn,elev,tci,streamdist,disturb,beers
ATBN-01-0403,08-28-2001,1000,ABIEFRA,Abies fraseri,1,275736,3942439,1660,5.70145988,490.9,CORPLOG,0.22442864
ATBN-01-0532,07-24-2002,1000,ABIEFRA,Abies fraseri,8,302847,3942772,1712,3.82358599,454,VIRGIN,0.83408785
ATBN-01-0533,07-24-2002,1000,ABIEFRA,Abies fraseri,3,303037,3943039,1722,3.89376211,453.4,LT-SEL,1.33325863
ATBN-01-0536,07-25-2002,1000,ABIEFRA,Abies fraseri,3,273927,3935488,1754,3.14552689,492.5,SETTLE,1.47124839
ATBP-01-0001,05-11-1999,10000,ABIEFRA,Abies fraseri,8,273857,3937870,1945,5.68206501,492.4,VIRGIN,1.64377141
ATBP-01-0005,08-25-1999,10000,ABIEFRA,Abies fraseri,4,273876,3935462,1751,5.41718197,545.9,SETTLE,0.00032873
ATBP-01-0007,06-08-1999,5000,ABIEFRA,Abies fraseri,5,279502,3948220,1967,5.66765404,528.9,VIRGIN,1.97855973
ATBP-01-0008,08-05-1999,5000,ABIEFRA,Abies fraseri,2,278491,3948240,1935,4.62679195,463.2,VIRGIN,1.43602169
DSLM-01-0002,00-00-1972,800,ABIEFRA,Abies fraseri,3,278034,3939639,1475,4.81182003,284.3,VIRGIN,1.63963902
DSLM-01-0004,00-00-1972,800,ABIEFRA,Abies fraseri,3,277981,3939538,1479,5.1713748,169.7,VIRGIN,0.72596312
DSLM-01-0006,00-00-1972,800,ABIEFRA,Abies fraseri,3,268453,3938646,1631,5.06719112,226.3,VIRGIN,1.99433064
DSLM-01-0008,00-00-1972,800,ABIEFRA,Abies fraseri,3,278900,3942937,1531,5.76710176,100,VIRGIN,0.00006311
DSLM-01-0010,00-00-1972,800,ABIEFRA,Abies fraseri,4,268448,3938798,1602,4.35585213,170.3,VIRGIN,1.99559772
DSLM-01-0011,00-00-1972,800,ABIEFRA,Abies fraseri,3,277852,3940109,1581,5.41771984,402.2,VIRGIN,1.83788133
DSLM-01-0013,00-00-1972,800,ABIEFRA,Abies fraseri,3,277178,3943475,1478,4.73995209,130.4,VIRGIN,0.00065619
DSLM-01-0024,00-00-1972,800,ABIEFRA,Abies fraseri,3,277869,3943358,1560,5.68969488,131.5,VIRGIN,0.10741269
DSLM-01-0027,00-00-1972,800,ABIEFRA,Abies fraseri,3,279282,3942627,1552,4.73286581,291.5,VIRGIN,0.05336675
DSLM-01-0029,00-00-1972,800,ABIEFRA,Abies fraseri,3,277442,3943409,1506,5.8203392,114,VIRGIN,0.00487236
DSLM-01-0037,00-00-1972,800,ABIEFRA,Abies fraseri,3,277996,3939442,1428,5.56561089,107.7,VIRGIN,0.57186705
DSLM-01-0081,00-00-1972,800,ABIEFRA,Abies fraseri,3,268494,3938768,1589,4.98169279,126.5,VIRGIN,1.88765931
DSLM-01-0086,00-00-1972,800,ABIEFRA,Abies fraseri,3,277930,3942957,1661,4.66067123,262.5,VIRGIN,1.75796771
DSLM-01-0115,00-00-1972,800,ABIEFRA,Abies fraseri,3,279704,3942296,1492,4.74397278,468.6,VIRGIN,0.01359078
DSLM-01-0134,00-00-1972,800,ABIEFRA,Abies fraseri,7,268560,3938626,1607,5.94755316,189.7,VIRGIN,1.8502208
DSLM-01-0136,00-00-1972,800,ABIEFRA,Abies fraseri,3,279323,3942454,1460,5.02210617,358.5,VIRGIN,0.46850893
DSLM-01-0137,00-00-1972,800,ABIEFRA,Abies fraseri,3,277655,3943394,1537,6.07076788,174.6,VIRGIN,0.3168155
DSLM-01-0138,00-00-1972,800,ABIEFRA,Abies fraseri,4,268372,3938834,1578,4.44425106,250,VIRGIN,1.30499375
DSLM-01-0143,00-00-1972,800,ABIEFRA,Abies fraseri,3,270489,3938754,1656,5.81335592,78.1,VIRGIN,1.7076962
DSLM-01-0253,00-00-1972,800,ABIEFRA,Abies fraseri,4,270103,3938998,1610,3.98690891,120.4,VIRGIN,1.93042755
DSLM-01-0302,00-00-1972,800,ABIEFRA,Abies fraseri,3,278052,3939736,1476,5.41439104,372.2,VIRGIN,1.44459677
DSLM-01-0304,00-00-1972,800,ABIEFRA,Abies fraseri,3,276403,3936983,1487,5.43106413,360.6,LT-SEL,0.30659184
DSLM-01-0305,00-00-1972,800,ABIEFRA,Abies fraseri,3,277964,3940129,1532,6.64319992,495,VIRGIN,1.75983322
DSLM-01-0309,00-00-1972,800,ABIEFRA,Abies fraseri,5,276495,3937771,1624,5.96511078,710.2,VIRGIN,0.02898155
DSLM-01-0310,00-00-1972,800,ABIEFRA,Abies fraseri,4,276571,3936986,1550,5.38570213,510.9,LT-SEL,0.49430096
DSLM-01-0313,00-00-1972,800,ABIEFRA,Abies fraseri,3,278004,3939794,1510,6.49830914,357.4,VIRGIN,1.15809941
DSLM-01-0314,00-00-1972,800,ABIEFRA,Abies fraseri,3,277973,3939611,1508,4.83186293,224.7,VIRGIN,1.21381962
DSLM-01-0322,00-00-1972,800,ABIEFRA,Abies fraseri,3,272932,3936695,1468,8.38594818,53.85,CORPLOG,0.24552575
DSLM-01-0324,00-00-1972,800,ABIEFRA,Abies fraseri,4,273089,3936918,1556,6.47544193,78.1,CORPLOG,0.40550837
DSLM-01-0326,00-00-1972,800,ABIEFRA,Abies fraseri,3,271017,3937055,1634,6.37810183,601.4,CORPLOG,0.73674488
DSLM-01-0330,00-00-1972,800,ABIEFRA,Abies fraseri,3,271002,3936868,1653,4.62965679,557.3,CORPLOG,0.210328
DSLM-01-0343,00-00-1972,800,ABIEFRA,Abies fraseri,4,271134,3937136,1704,5.03531504,636,CORPLOG,0.39116263
DSLM-01-0345,00-00-1972,800,ABIEFRA,Abies fraseri,3,270916,3936893,1630,4.83152723,594.8,CORPLOG,0.40142676
DSLM-01-0346,00-00-1972,800,ABIEFRA,Abies fraseri,4,271129,3936984,1704,4.22699785,670.7,CORPLOG,0.02472965
DSLM-01-0347,00-00-1972,800,ABIEFRA,Abies fraseri,4,271256,3937150,1762,4.17316103,662.9,CORPLOG,0.13058402
FRID-01-0003,05-23-2004,1000,ABIEFRA,Abies fraseri,5,274861,3937785,1570,11.85,0,LT-SEL,0.4961189
FRID-0T-0012,06-12-2004,100,ABIEFRA,Abies fraseri,7,275130,3938586,1800,5.3517909,250,VIRGIN,1.88297582
FRID-0T-0013,06-12-2004,100,ABIEFRA,Abies fraseri,7,275516,3938412,1744,5.08646202,294.1,VIRGIN,1.94503284
FRID-0T-0014,06-12-2004,100,ABIEFRA,Abies fraseri,4,275840,3938159,1711,4.8272438,456.1,VIRGIN,0.90041411
FRID-0T-0015,06-12-2004,100,ABIEFRA,Abies fraseri,4,276265,3938086,1673,4.26575994,593,VIRGIN,0.81883985
FRID-0T-0016,06-12-2004,100,ABIEFRA,Abies fraseri,6,276604,3937838,1685,3.37474489,619.8,VIRGIN,1.97327042
FRID-0T-0017,06-12-2004,100,ABIEFRA,Abies fraseri,7,276787,3937492,1608,5.48555422,436.6,VIRGIN,0.29231822
PITT-01-0045,10-29-1998,1000,ABIEFRA,Abies fraseri,2,304542,3937937,1504,4.37374115,237.1,VIRGIN,1.65584207
UFRL-04-00A1,00-00-1982,1000,ABIEFRA,Abies fraseri,4,278460,3948610,1788,8.19665146,340.1,VIRGIN,0.64475149
UFRL-06-0133,00-00-1979,1000,ABIEFRA,Abies fraseri,8,278512,3948296,1918,5.62233591,526.3,VIRGIN,1.44500017
UFRL-06-0133,00-00-1979,1000,ABIEFRA,Abies fraseri,8,278620,3948302,1929,5.61357498,563.6,VIRGIN,1.4972105
UFRL-06-0133,05-15-2001,1000,ABIEFRA,Abies fraseri,5,278512,3948296,1918,5.62233591,526.3,VIRGIN,1.44500017
UFRL-06-0133,05-15-2001,1000,ABIEFRA,Abies fraseri,5,278620,3948302,1929,5.61357498,563.6,VIRGIN,1.4972105
UFRL-06-0134,00-00-1979,1000,ABIEFRA,Abies fraseri,8,279157,3948510,1888,5.75559282,836.5,VIRGIN,1.26651835
UFRL-06-0134,00-00-1979,1000,ABIEFRA,Abies fraseri,8,279245,3948594,1871,5.83612823,770.6,VIRGIN,1.04116046
UFRL-06-0134,07-11-2001,1000,ABIEFRA,Abies fraseri,3,279157,3948510,1888,5.75559282,836.5,VIRGIN,1.26651835
UFRL-06-0134,07-11-2001,1000,ABIEFRA,Abies fraseri,3,279245,3948594,1871,5.83612823,770.6,VIRGIN,1.04116046
UFRL-06-0135,00-00-1979,1000,ABIEFRA,Abies fraseri,9,278737,3948173,1986,3.81454206,523.5,VIRGIN,1.95193851
UFRL-06-0135,00-00-1979,1000,ABIEFRA,Abies fraseri,9,278807,3948074,1982,4.35775614,518.7,VIRGIN,1.82732928
UFRL-06-0135,05-15-2001,1000,ABIEFRA,Abies fraseri,6,278737,3948173,1986,3.81454206,523.5,VIRGIN,1.95193851
UFRL-06-0135,05-15-2001,1000,ABIEFRA,Abies fraseri,6,278807,3948074,1982,4.35775614,518.7,VIRGIN,1.82732928
UFRL-06-0136,00-00-1979,1000,ABIEFRA,Abies fraseri,8,279181,3948403,1914,5.89898396,829.3,VIRGIN,1.24210036
UFRL-06-0136,00-00-1979,1000,ABIEFRA,Abies fraseri,8,279146,3948336,1921,6.05268908,798.1,VIRGIN,1.11031556
UFRL-06-0136,07-09-2001,1000,ABIEFRA,Abies fraseri,8,279181,3948403,1914,5.89898396,829.3,VIRGIN,1.24210036
UFRL-06-0136,07-09-2001,1000,ABIEFRA,Abies fraseri,8,279146,3948336,1921,6.05268908,798.1,VIRGIN,1.11031556
UFRL-06-0137,00-00-1979,1000,ABIEFRA,Abies fraseri,8,279624,3948169,1942,4.70868015,460.1,VIRGIN,1.86987484
UFRL-06-0137,00-00-1979,1000,ABIEFRA,Abies fraseri,8,279574,3948155,1960,5.67768621,454,VIRGIN,1.9790107
UFRL-06-0137,05-16-2001,1000,ABIEFRA,Abies fraseri,9,279624,3948169,1942,4.70868015,460.1,VIRGIN,1.86987484
UFRL-06-0137,05-16-2001,1000,ABIEFRA,Abies fraseri,9,279574,3948155,1960,5.67768621,454,VIRGIN,1.9790107
UFRL-06-0138,00-00-1979,1000,ABIEFRA,Abies fraseri,6,278630,3948184,1956,4.23310614,471.7,VIRGIN,0.27363729
UFRL-06-0139,00-00-1979,1000,ABIEFRA,Abies fraseri,7,278457,3948611,1788,8.19665146,340.1,VIRGIN,0.64475149
UFRL-06-0139,00-00-1979,1000,ABIEFRA,Abies fraseri,7,278434,3948529,1810,6.23944187,364,VIRGIN,1.44686759
UFRL-06-0139,05-15-2001,1000,ABIEFRA,Abies fraseri,6,278457,3948611,1788,8.19665146,340.1,VIRGIN,0.64475149
UFRL-06-0139,05-15-2001,1000,ABIEFRA,Abies fraseri,6,278434,3948529,1810,6.23944187,364,VIRGIN,1.44686759
ULRY-04-0024,09-17-1997,1000,ABIEFRA,Abies fraseri,5,283308,3945930,1715,5.8489151,247,VIRGIN,0.23344201
ULRY-04-0025,09-17-1997,1000,ABIEFRA,Abies fraseri,5,283222,3945572,1804,4.42385101,460.7,VIRGIN,1.9410969
ULRY-04-0026,09-17-1997,1000,ABIEFRA,Abies fraseri,8,283483,3945315,1850,5.88755512,333.8,VIRGIN,0.11986513
ULRY-04-0090,07-13-1998,100,ABIEFRA,Abies fraseri,2,279013,3947786,1844,5.3425231,544.5,VIRGIN,0.68081403
ULRY-04-0091,07-13-1998,100,ABIEFRA,Abies fraseri,2,278966,3947771,1850,4.68655491,520.4,VIRGIN,0.5862956
ULRY-04-0092,07-14-1998,1000,ABIEFRA,Abies fraseri,9,279090,3948090,1951,7.43629313,666.1,VIRGIN,1.12568665
ULRY-04-0095,07-14-1998,100,ABIEFRA,Abies fraseri,6,278863,3948059,1976,5.30821896,559.5,VIRGIN,1.99992287
ULRY-04-0096,07-14-1998,50,ABIEFRA,Abies fraseri,2,278036,3949089,1736,3.18916512,282.8,VIRGIN,1.664922
ULRY-04-0098,07-13-1998,1000,ABIEFRA,Abies fraseri,2,277974,3949264,1626,5.62136602,451,VIRGIN,1.66357422
ULRY-04-0114,07-29-1998,1450,ABIEFRA,Abies fraseri,3,284806,3945831,1666,5.48027182,392,CORPLOG,1.50162697
ULRY-04-0142,08-14-1998,1000,ABIEFRA,Abies fraseri,4,279321,3949601,1523,5.66990805,161.2,VIRGIN,1.9708811
ULRY-04-0144,08-15-1998,1000,ABIEFRA,Abies fraseri,4,283032,3946124,1696,4.45553923,114,VIRGIN,0.5687567
ULRY-04-0145,08-15-1998,1000,ABIEFRA,Abies fraseri,4,280622,3946799,1783,3.75657892,430.1,VIRGIN,1.97245967
ULRY-04-0147,08-15-1998,1000,ABIEFRA,Abies fraseri,7,279480,3948120,1992,4.07164717,440.1,VIRGIN,1.61623299
ULRY-04-0155,08-21-1998,1000,ABIEFRA,Abies fraseri,7,278836,3947803,1842,6.81649017,460.1,VIRGIN,0.39654818
ULRY-04-0157,08-22-1998,1000,ABIEFRA,Abies fraseri,3,275883,3947646,1621,5.23728991,455.4,VIRGIN,0.1878792
ULRY-04-0158,08-22-1998,1000,ABIEFRA,Abies fraseri,5,278426,3948804,1762,3.93962407,286.4,VIRGIN,1.9866997
WISR-01-0077,06-13-1990,5,ABIEFRA,Abies fraseri,2,278651,3948156,1957,3.9055469,458,VIRGIN,0.00245896
WISR-01-0079,06-13-1990,3,ABIEFRA,Abies fraseri,3,278679,3948120,1957,4.86880207,446,VIRGIN,0.03909407
WISR-01-0080,06-14-1990,4,ABIEFRA,Abies fraseri,3,278651,3948133,1939,4.47222281,434.2,VIRGIN,0.00482706
WISR-01-0082,06-14-1990,1,ABIEFRA,Abies fraseri,2,278669,3948110,1950,4.78426886,431.9,VIRGIN,0.12643574
WISR-01-0083,06-15-1990,4,ABIEFRA,Abies fraseri,3,279002,3947785,1852,5.190166,542.3,VIRGIN,0.63555616
WISR-01-0084,06-15-1990,4,ABIEFRA,Abies fraseri,2,278761,3947902,1917,3.493788,395.6,VIRGIN,0.5124951
WISR-01-0088,06-23-1990,4,ABIEFRA,Abies fraseri,4,272976,3938036,1983,3.638129,389,CORPLOG,0.30797893
WISR-01-0092,06-27-1990,4,ABIEFRA,Abies fraseri,6,272966,3938100,1961,3.72714996,438.6,VIRGIN,1.79496145
UFRL-01-0101,00-00-1978,1000,ACERNEG,Acer negundo,3,234350,3943950,340.8,8.63799095,72.11,LT-SEL,0.2041461
UFRL-02-0064,00-00-1978,1000,ACERNEG,Acer negundo,4,242080,3942400,521,8.10571766,40,SETTLE,0.42098105
ATBN-01-0312,09-18-2000,1000,ACERNIG,Acer nigrum,5,245892,3948354,678,4.21500111,600.8,CORPLOG,1.99559414
ATBN-01-0303,08-15-2000,1000,ACERRUB,Acer rubrum,6,260847,3943464,896.1,4.70563602,197,CORPLOG,1.99068034
ATBN-01-0304,08-15-2000,1000,ACERRUB,Acer rubrum,7,261588,3942778,947.3,4.44743681,125.3,CORPLOG,0.81673408
ATBN-01-0305,08-15-2000,1000,ACERRUB,Acer rubrum,5,261688,3941152,1027,6.14916992,174.6,CORPLOG,0.58607817
ATBN-01-0306,08-16-2000,1000,ACERRUB,Acer rubrum,7,236936,3944834,450.2,4.1337719,202.5,LT-SEL,0.86011082
ATBN-01-0307,08-16-2000,1000,ACERRUB,Acer rubrum,5,237137,3944725,477,5.58730984,134.2,LT-SEL,0.10092436
ATBN-01-0308,08-16-2000,1000,ACERRUB,Acer rubrum,4,237256,3944592,461.8,4.41563416,31.62,LT-SEL,1.43245673
ATBN-01-0312,09-18-2000,1000,ACERRUB,Acer rubrum,2,245892,3948354,678,4.21500111,600.8,CORPLOG,1.99559414
ATBN-01-0313,09-19-2000,1000,ACERRUB,Acer rubrum,7,252256,3940282,1200,4.5200429,346.6,VIRGIN,1.99930537
ATBN-01-0314,09-19-2000,1000,ACERRUB,Acer rubrum,4,252834,3938852,1449,5.70981312,322,LT-SEL,1.99998701
ATBN-01-0401,08-27-2001,1000,ACERRUB,Acer rubrum,7,297947,3943524,1129,6.77596188,80.62,CORPLOG,0.01942914
ATBN-01-0402,08-27-2001,1000,ACERRUB,Acer rubrum,6,298047,3942919,1017,4.82752705,42.43,CORPLOG,0.24661149
ATBN-01-0407,08-29-2001,1000,ACERRUB,Acer rubrum,6,261368,3943491,834.8,5.75439501,10,CORPLOG,1.60255289
ATBN-01-0408,08-29-2001,1000,ACERRUB,Acer rubrum,1,261559,3941545,973.4,5.45339489,142.1,CORPLOG,0.4985916
ATBN-01-0409,08-29-2001,1000,ACERRUB,Acer rubrum,1,263155,3942263,1063,6.0072298,60,CORPLOG,1.72396672
ATBN-01-0410,08-30-2001,1000,ACERRUB,Acer rubrum,6,303954,3936681,1551,5.76492786,360.6,CORPLOG,0.05591101
ATBN-01-0412,08-30-2001,1000,ACERRUB,Acer rubrum,1,301210,3941099,1502,4.5799408,375.4,CORPLOG,0.28308967
ATBN-01-0414,08-30-2001,1000,ACERRUB,Acer rubrum,1,299323,3944246,1027,4.94206715,256.3,CORPLOG,1.30331194
ATBN-01-0415,08-31-2001,1000,ACERRUB,Acer rubrum,6,291042,3935896,675.7,5.40663099,84.85,SETTLE,0.04508607
ATBN-01-0503,05-09-2002,1000,ACERRUB,Acer rubrum,5,309143,3941158,955.5,4.37540388,58.31,VIRGIN,1.19820857
ATBN-01-0504,05-10-2002,1000,ACERRUB,Acer rubrum,6,303045,3936149,1482,6.4509058,60.83,CORPLOG,0.10309329
ATBN-01-0505,05-10-2002,1000,ACERRUB,Acer rubrum,5,303255,3944794,1365,4.45513821,240.4,LT-SEL,0.92457604
ATBN-01-0506,05-10-2002,1000,ACERRUB,Acer rubrum,6,303353,3944979,1285,5.25707102,197.2,LT-SEL,1.25214386
ATBN-01-0512,07-22-2002,1000,ACERRUB,Acer rubrum,6,271575,3950254,500.4,6.98623323,98.49,SETTLE,1.98559523
ATBN-01-0513,07-22-2002,1000,ACERRUB,Acer rubrum,7,263656,3949250,628.2,5.58941603,20,CORPLOG,1.982849
ATBN-01-0518,07-23-2002,600,ACERRUB,Acer rubrum,7,311923,3939884,1509,5.8223362,626.3,VIRGIN,0.0636429
ATBN-01-0519,07-23-2002,1000,ACERRUB,Acer rubrum,6,277693,3928770,1047,4.25630522,202.5,LT-SEL,0.84465969
ATBN-01-0521,07-24-2002,1000,ACERRUB,Acer rubrum,1,292030,3932887,651.6,4.41726112,170,SETTLE,0.44079173
ATBN-01-0522,07-24-2002,1000,ACERRUB,Acer rubrum,1,292068,3932988,696.7,5.15074778,178.9,SETTLE,0.32549918
ATBN-01-0523,07-24-2002,1000,ACERRUB,Acer rubrum,1,291221,3932890,634.2,6.2772212,341.8,SETTLE,0.01847941
ATBN-01-0525,07-24-2002,1000,ACERRUB,Acer rubrum,4,286175,3940494,837.5,8.50003433,0,LT-SEL,0.33468109
ATBN-01-0529,07-24-2002,1000,ACERRUB,Acer rubrum,7,301412,3942566,1409,4.07326698,240.4,CORPLOG,0.70675302
ATBN-01-0544,07-26-2002,1000,ACERRUB,Acer rubrum,6,290110,3936904,686.7,4.4099679,36.06,SETTLE,1.7051053
ATBN-01-0551,08-26-2002,1000,ACERRUB,Acer rubrum,6,300649,3941356,1404,6.86415911,368.8,CORPLOG,1.35280645
ATBN-01-0557,08-28-2002,1000,ACERRUB,Acer rubrum,4,234545,3944749,389.4,4.83746576,206.2,LT-SEL,0.62067944
ATBN-01-0558,08-28-2002,600,ACERRUB,Acer rubrum,4,234781,3945250,375.8,3.22985697,116.6,LT-SEL,1.97270501
ATBN-01-0561,08-29-2002,1000,ACERRUB,Acer rubrum,3,245798,3944222,632.1,5.08814096,165.5,SETTLE,0.21298036
ATBP-01-0011,07-28-1999,2000,ACERRUB,Acer rubrum,8,288089,3953808,893.3,5.07187319,447.2,VIRGIN,0.03951745
ATBP-01-0013,05-27-1999,10000,ACERRUB,Acer rubrum,2,299265,3957457,989.2,5.29238605,186.8,VIRGIN,1.7939775
ATBP-01-0014,08-19-1999,10000,ACERRUB,Acer rubrum,5,313346,3940422,1328,4.49903917,,LT-SEL,1.93542635
ATBP-01-0015,06-21-1999,2000,ACERRUB,Acer rubrum,7,311401,3939854,1384,6.22253084,189.7,VIRGIN,1.29859018
ATBP-01-0017,06-01-1998,10000,ACERRUB,Acer rubrum,4,273810,3951793,596.8,25,22.36,SETTLE,0.59867263
ATBP-01-0018,08-04-1999,10000,ACERRUB,Acer rubrum,2,255818,3947362,457.5,5.35845184,277.8,CORPLOG,1.76932335
DELL-02-0042,08-28-1996,1000,ACERRUB,Acer rubrum,2,249678,3938777,1317,6.85952902,340.1,LT-SEL,1.76574755
DELL-02-0043,08-28-1996,1000,ACERRUB,Acer rubrum,1,250549,3938813,1410,6.04432487,310.6,LT-SEL,1.97233117
DELL-02-0045,08-07-1996,1000,ACERRUB,Acer rubrum,2,249241,3941084,1015,5.6513648,377,LT-SEL,1.95271218
DELL-02-0052,08-08-1996,1000,ACERRUB,Acer rubrum,8,249432,3940474,1051,6.98951197,367.7,VIRGIN,1.84160626
DELL-02-0054,08-27-1996,1000,ACERRUB,Acer rubrum,2,249464,3938908,1338,5.37122917,353.8,VIRGIN,1.99989367
DELL-02-0055,08-29-1996,1000,ACERRUB,Acer rubrum,7,249125,3939414,1176,5.66973686,250,LT-SEL,1.13292134
DELL-02-0057,08-14-1996,1000,ACERRUB,Acer rubrum,6,249472,3940581,1067,5.37263489,377.4,VIRGIN,0.86190045
DELL-02-0100,06-11-1996,1000,ACERRUB,Acer rubrum,6,243068,3937139,791.4,5.20167923,158.1,LT-SEL,1.53286242
DELL-02-0101,07-01-1996,1000,ACERRUB,Acer rubrum,2,243166,3936813,768.7,5.03861618,41.23,LT-SEL,1.05862534
DELL-02-0105,08-19-1996,1000,ACERRUB,Acer rubrum,2,243252,3936606,828.9,4.77252579,180.3,VIRGIN,0.38256145
DELL-02-0106,06-18-1996,1000,ACERRUB,Acer rubrum,5,243384,3936580,885.6,5.9630332,247,VIRGIN,0.1500562
DELL-02-0108,07-16-1996,1000,ACERRUB,Acer rubrum,5,243400,3936432,879.5,5.9129591,325.3,VIRGIN,1.99690104
DELL-02-0109,08-13-1996,1000,ACERRUB,Acer rubrum,8,242681,3937697,760.3,4.44317198,214.7,LT-SEL,1.91494739
DELL-02-0110,07-09-1996,1000,ACERRUB,Acer rubrum,6,242719,3937449,824.4,4.93527794,268.3,LT-SEL,1.99971688
DELL-02-0114,07-15-1996,1000,ACERRUB,Acer rubrum,7,243099,3937559,732,5.14127302,114,LT-SEL,0.21150754
DELL-02-0115,07-02-1996,1000,ACERRUB,Acer rubrum,6,243063,3937560,716.2,5.72402906,85.44,LT-SEL,0.22148336
DELL-02-0116,07-29-1996,1000,ACERRUB,Acer rubrum,2,242844,3935721,921.1,10.64,36.06,LT-SEL,1.30161154
DELL-02-0127,07-30-1996,1000,ACERRUB,Acer rubrum,7,241998,3935553,1164,5.35513592,322,LT-SEL,1.15807784
DELL-02-0129,07-17-1996,1000,ACERRUB,Acer rubrum,6,243119,3936122,877.2,4.17201519,76.16,SETTLE,0.10079743
DELL-02-0133,09-10-1996,1000,ACERRUB,Acer rubrum,2,240103,3934974,1279,4.63039398,10,LT-SEL,1.55018473
DELL-03-0002,07-01-1996,1000,ACERRUB,Acer rubrum,2,259730,3943682,869.1,6.01650381,400.5,CORPLOG,1.33280563
DELL-03-0003,06-20-1996,1000,ACERRUB,Acer rubrum,8,259252,3944201,746.2,3.34025192,141.4,CORPLOG,0.56759202
DELL-03-0006,09-05-1996,1000,ACERRUB,Acer rubrum,1,260376,3940682,1341,6.82645702,230.9,CORPLOG,0.61220247
DELL-03-0007,09-04-1996,1000,ACERRUB,Acer rubrum,5,260664,3941009,1327,4.67902899,148.7,CORPLOG,1.77732527
DELL-03-0008,09-03-1996,1000,ACERRUB,Acer rubrum,4,260499,3940748,1401,3.72033095,261.7,CORPLOG,0.87426198
DELL-03-0010,07-25-1996,1000,ACERRUB,Acer rubrum,6,261605,3940939,1015,7.2793231,10,CORPLOG,1.74708641
DELL-03-0021,07-13-1996,1000,ACERRUB,Acer rubrum,2,260373,3941401,1218,6.22200108,322,CORPLOG,0.85756344
DELL-03-0025,07-22-1996,1000,ACERRUB,Acer rubrum,2,260426,3941520,1213,4.18668318,335.4,CORPLOG,1.99994481
DELL-03-0028,06-12-1996,1000,ACERRUB,Acer rubrum,6,259983,3943705,866.8,4.58699608,223.6,CORPLOG,1.96057272
DELL-03-0029,08-26-1996,1000,ACERRUB,Acer rubrum,3,261109,3942502,870.8,11.76,36.06,CORPLOG,1.95062649
DELL-03-0114,07-24-1996,1000,ACERRUB,Acer rubrum,6,260298,3941657,1229,4.56738806,518.7,CORPLOG,1.99998355
DLAP-01-0011,07-01-1976,1000,ACERRUB,Acer rubrum,3,236000,3939000,805.8,5.8314662,350,LT-SEL,1.72286224
DLAP-01-0012,07-01-1976,1000,ACERRUB,Acer rubrum,3,236000,3939000,805.8,5.8314662,350,LT-SEL,1.72286224
DLAP-01-0013,07-02-1976,1000,ACERRUB,Acer rubrum,5,238000,3936000,892.9,5.68822098,30,LT-SEL,1.16020334
DLAP-01-0014,07-02-1976,1000,ACERRUB,Acer rubrum,5,237000,3937000,855.4,6.82961988,164.9,LT-SEL,0.41322583
DLAP-01-0015,07-02-1976,1000,ACERRUB,Acer rubrum,3,235000,3936000,767.1,5.01883984,330.2,LT-SEL,0.62745482
DSLM-01-0028,00-00-1972,800,ACERRUB,Acer rubrum,4,270998,3941737,1388,4.046278,343.7,CORPLOG,1.7975601
DSLM-01-0037,00-00-1972,800,ACERRUB,Acer rubrum,5,277996,3939442,1428,5.56561089,107.7,VIRGIN,0.57186705
DSLM-01-0083,00-00-1972,800,ACERRUB,Acer rubrum,3,271166,3940955,1281,4.18237019,60.83,CORPLOG,0.49950776
DSLM-01-0136,00-00-1972,800,ACERRUB,Acer rubrum,4,279323,3942454,1460,5.02210617,358.5,VIRGIN,0.46850893
DSLM-01-0306,00-00-1972,800,ACERRUB,Acer rubrum,4,271379,3941524,1268,4.32509422,218.4,CORPLOG,0.13333434
DSLM-01-0307,00-00-1972,800,ACERRUB,Acer rubrum,3,276662,3936821,1557,5.80845594,465.2,LT-SEL,0.00009975
DSLM-01-0320,00-00-1972,800,ACERRUB,Acer rubrum,3,271140,3941615,1307,4.50789404,243.5,CORPLOG,0.39189553
FRID-01-0001,05-21-2004,1000,ACERRUB,Acer rubrum,4,272218,3928469,720.3,4.08203411,98.99,LT-SEL,1.32238007
FRID-01-0002,05-22-2004,1000,ACERRUB,Acer rubrum,5,271445,3928465,725.9,6.59966707,136,CORPLOG,0.00787043
FRID-01-0004,05-24-2004,1000,ACERRUB,Acer rubrum,6,273105,3931388,859.1,4.89706898,130,CORPLOG,0.28759128
FRID-01-0005,05-25-2004,1000,ACERRUB,Acer rubrum,7,272363,3930077,932.6,4.16547394,334.2,LT-SEL,0.31273425
FRID-01-0006,05-26-2004,1000,ACERRUB,Acer rubrum,6,269649,3927167,670.9,4.81561184,63.25,SETTLE,0.25890195
FRID-01-0007,06-16-2004,1000,ACERRUB,Acer rubrum,5,271309,3926651,741,4.35483885,327.6,LT-SEL,0.09755319
FRID-01-0009,06-19-2004,1000,ACERRUB,Acer rubrum,7,269579,3926511,665.5,4.77475882,194.2,SETTLE,1.9732815
FRID-01-0010,06-27-2004,1000,ACERRUB,Acer rubrum,4,269389,3927089,728,3.507025,98.49,SETTLE,1.44477355
FRID-01-0013,07-07-2004,1000,ACERRUB,Acer rubrum,3,254174,3932649,885.7,6.54796314,50,CORPLOG,1.57556069
FRID-01-0015,07-08-2004,1000,ACERRUB,Acer rubrum,7,253434,3929374,639.7,4.60362005,219.3,CORPLOG,0.43321049
