plotID,date,plotsize,spcode,species,cover,utme,utmn,elev,tci,streamdist,disturb,beers
DELL-02-0109,08-13-1996,1000,LIRITUL,Liriodendron tulipifera,4,242681,3937697,760.3,4.44317198,214.7,LT-SEL,1.91494739
DELL-02-0110,07-09-1996,1000,LIRITUL,Liriodendron tulipifera,1,242719,3937449,824.4,4.93527794,268.3,LT-SEL,1.99971688
DELL-02-0114,07-15-1996,1000,LIRITUL,Liriodendron tulipifera,1,243099,3937559,732,5.14127302,114,LT-SEL,0.21150754
DELL-02-0115,07-02-1996,1000,LIRITUL,Liriodendron tulipifera,2,243063,3937560,716.2,5.72402906,85.44,LT-SEL,0.22148336
DELL-02-0116,07-29-1996,1000,LIRITUL,Liriodendron tulipifera,7,242844,3935721,921.1,10.64,36.06,LT-SEL,1.30161154
DELL-02-0127,07-30-1996,1000,LIRITUL,Liriodendron tulipifera,2,241998,3935553,1164,5.35513592,322,LT-SEL,1.15807784
DELL-02-0129,07-17-1996,1000,LIRITUL,Liriodendron tulipifera,4,243119,3936122,877.2,4.17201519,76.16,SETTLE,0.10079743
DELL-03-0002,07-01-1996,1000,LIRITUL,Liriodendron tulipifera,2,259730,3943682,869.1,6.01650381,400.5,CORPLOG,1.33280563
DELL-03-0003,06-20-1996,1000,LIRITUL,Liriodendron tulipifera,5,259252,3944201,746.2,3.34025192,141.4,CORPLOG,0.56759202
DELL-03-0010,07-25-1996,1000,LIRITUL,Liriodendron tulipifera,1,261605,3940939,1015,7.2793231,10,CORPLOG,1.74708641
DELL-03-0021,07-13-1996,1000,LIRITUL,Liriodendron tulipifera,1,260373,3941401,1218,6.22200108,322,CORPLOG,0.85756344
DELL-03-0028,06-12-1996,1000,LIRITUL,Liriodendron tulipifera,1,259983,3943705,866.8,4.58699608,223.6,CORPLOG,1.96057272
DELL-03-0029,08-26-1996,1000,LIRITUL,Liriodendron tulipifera,6,261109,3942502,870.8,11.76,36.06,CORPLOG,1.95062649
FRID-01-0001,05-21-2004,1000,LIRITUL,Liriodendron tulipifera,6,272218,3928469,720.3,4.08203411,98.99,LT-SEL,1.32238007
FRID-01-0002,05-22-2004,1000,LIRITUL,Liriodendron tulipifera,2,271445,3928465,725.9,6.59966707,136,CORPLOG,0.00787043
FRID-01-0004,05-24-2004,1000,LIRITUL,Liriodendron tulipifera,6,273105,3931388,859.1,4.89706898,130,CORPLOG,0.28759128
FRID-01-0005,05-25-2004,1000,LIRITUL,Liriodendron tulipifera,3,272363,3930077,932.6,4.16547394,334.2,LT-SEL,0.31273425
FRID-01-0006,05-26-2004,1000,LIRITUL,Liriodendron tulipifera,4,269649,3927167,670.9,4.81561184,63.25,SETTLE,0.25890195
FRID-01-0008,06-18-2004,1000,LIRITUL,Liriodendron tulipifera,1,272248,3932615,1037,8.91433907,84.85,LT-SEL,0.55043918
FRID-01-0009,06-19-2004,1000,LIRITUL,Liriodendron tulipifera,8,269579,3926511,665.5,4.77475882,194.2,SETTLE,1.9732815
FRID-01-0010,06-27-2004,1000,LIRITUL,Liriodendron tulipifera,1,269389,3927089,728,3.507025,98.49,SETTLE,1.44477355
FRID-01-0011,07-06-2004,400,LIRITUL,Liriodendron tulipifera,7,257513,3933903,844.7,7.34298182,367.2,CORPLOG,0.14696859
FRID-01-0013,07-07-2004,1000,LIRITUL,Liriodendron tulipifera,7,254174,3932649,885.7,6.54796314,50,CORPLOG,1.57556069
FRID-01-0015,07-08-2004,1000,LIRITUL,Liriodendron tulipifera,4,253434,3929374,639.7,4.60362005,219.3,CORPLOG,0.43321049
FRID-02-0014,07-08-2004,1000,LIRITUL,Liriodendron tulipifera,6,253488,3929326,607.9,4.88558483,176.9,CORPLOG,0.69500518
FRID-08-0012,07-07-2004,1000,LIRITUL,Liriodendron tulipifera,8,254208,3932688,884,13.27,10,CORPLOG,0.01004305
FRID-0T-0001,06-10-2004,100,LIRITUL,Liriodendron tulipifera,1,270772,3926617,559.9,6.21907806,56.57,SETTLE,0.1355439
FRID-0T-0002,06-10-2004,100,LIRITUL,Liriodendron tulipifera,5,270834,3927233,596,6.70702505,36.06,SETTLE,1.75447106
FRID-0T-0003,06-10-2004,100,LIRITUL,Liriodendron tulipifera,8,271058,3927522,636,4.69217587,40,SETTLE,0.4367761
FRID-0T-0005,06-10-2004,100,LIRITUL,Liriodendron tulipifera,1,271574,3928176,683.5,3.98786211,107.7,SETTLE,1.06676805
FRID-0T-0011,06-11-2004,100,LIRITUL,Liriodendron tulipifera,1,276776,3934698,1280,4.34382105,224.7,CORPLOG,0.11706996
FRID-0T-0020,06-13-2004,100,LIRITUL,Liriodendron tulipifera,8,271806,3928391,641.5,7.43696022,31.62,SETTLE,1.8347168
FRID-0T-0021,06-13-2004,100,LIRITUL,Liriodendron tulipifera,8,272210,3928580,643.6,11.16,10,SETTLE,0.59961832
FRID-0T-0022,06-13-2004,100,LIRITUL,Liriodendron tulipifera,7,272358,3929066,678.9,7.06037712,50,SETTLE,0.57363808
FRID-0T-0023,06-13-2004,100,LIRITUL,Liriodendron tulipifera,8,272465,3929485,685,6.75654221,20,SETTLE,1.0171293
FRID-0T-0024,06-13-2004,100,LIRITUL,Liriodendron tulipifera,7,272885,3929699,727.7,4.90957689,50,SETTLE,1.39025867
FRID-0T-0025,06-14-2004,100,LIRITUL,Liriodendron tulipifera,2,276309,3934473,1085,12.77,22.36,CORPLOG,0.0171356
FRID-0T-0026,06-14-2004,100,LIRITUL,Liriodendron tulipifera,7,276557,3933997,1049,8.04314041,20,CORPLOG,0.37871677
FRID-0T-0028,06-14-2004,100,LIRITUL,Liriodendron tulipifera,8,276530,3933063,999.2,8.64093113,14.14,CORPLOG,0.26804623
FRID-0T-0029,06-15-2004,100,LIRITUL,Liriodendron tulipifera,7,272875,3930164,743.3,7.8506732,53.85,SETTLE,1.83959341
FRID-0T-0030,06-15-2004,100,LIRITUL,Liriodendron tulipifera,8,272514,3930637,794.4,8.83848763,20,SETTLE,0.96674949
FRID-0T-0031,06-15-2004,100,LIRITUL,Liriodendron tulipifera,6,272872,3930965,813.5,4.94565392,56.57,SETTLE,1.23482418
FRID-0T-0032,06-15-2004,100,LIRITUL,Liriodendron tulipifera,7,273645,3930735,803.1,5.93446589,14.14,SETTLE,1.09419429
FRID-0T-0033,06-15-2004,100,LIRITUL,Liriodendron tulipifera,6,273961,3931029,838.7,4.44005394,0,SETTLE,0.87740606
FRID-0T-0034,06-17-2004,100,LIRITUL,Liriodendron tulipifera,8,276281,3932609,990.7,5.89945698,67.08,SETTLE,1.60862637
FRID-0T-0036,06-17-2004,100,LIRITUL,Liriodendron tulipifera,7,275377,3932167,941.6,4.6236968,90,SETTLE,1.2499944
FRID-0T-0038,06-17-2004,100,LIRITUL,Liriodendron tulipifera,8,274339,3931877,884.4,7.06824207,98.49,SETTLE,0.35371491
FRID-0T-0039,06-18-2004,100,LIRITUL,Liriodendron tulipifera,7,274132,3931474,840.7,8.79245758,20,SETTLE,1.35314965
MILL-01-0024,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,7,297570,3959968,670.6,25,92.2,SETTLE,1.49149537
MILL-04-0005,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,288824,3955120,1445,3.88341689,563.6,VIRGIN,0.05264604
MILL-07-0024,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,7,252541,3949362,494.2,12.26,0,LT-SEL,1.49660313
MILL-17-0012,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,5,254056,3935035,1032,4.85315895,183.8,CORPLOG,1.97692657
MILL-17-0015,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,257821,3936019,867.5,5.06390095,58.31,CORPLOG,1.21891582
MILL-18-0021,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,267692,3931429,717.7,6.16744995,107.7,CORPLOG,0.07341928
MILL-20-0010,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,3,278936,3929017,732.3,4.30205011,22.36,LT-SEL,1.48643851
MILL-20-0044,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,277931,3935821,1190,4.8611598,103,VIRGIN,1.08014762
MILL-25-0044,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,298597,3945089,1217,6.42335892,30,CORPLOG,1.33937502
MILL-27-0061,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,5,307394,3943943,939.6,3.72890592,92.2,SETTLE,1.33808827
MILL-27-0110,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,310976,3944706,830.2,4.43833685,20,SETTLE,1.44655585
MILL-27-0202,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,310869,3939584,1192,7.23307896,10,VIRGIN,0.04236537
PITT-01-0001,05-27-1998,1000,LIRITUL,Liriodendron tulipifera,4,309233,3941856,970.7,6.1395359,50.99,VIRGIN,1.89808238
PITT-01-0003,06-02-1998,1000,LIRITUL,Liriodendron tulipifera,2,310012,3942137,908.9,6.57194281,94.34,LT-SEL,1.9892292
PITT-01-0005,06-03-1998,1000,LIRITUL,Liriodendron tulipifera,6,313330,3945297,1054,5.7054162,165.5,LT-SEL,1.80152321
PITT-01-0006,06-15-1998,1000,LIRITUL,Liriodendron tulipifera,4,309190,3943941,920.4,4.13903999,142.1,SETTLE,1.14454198
PITT-01-0007,06-16-1998,1000,LIRITUL,Liriodendron tulipifera,6,306221,3941830,1145,5.12563515,152.3,VIRGIN,0.26586017
PITT-01-0008,06-17-1998,1000,LIRITUL,Liriodendron tulipifera,2,305832,3940203,1234,5.29963684,281.6,VIRGIN,0.99495459
PITT-01-0009,06-18-1998,1000,LIRITUL,Liriodendron tulipifera,2,310550,3943800,917.7,4.81174707,136,VIRGIN,1.04708278
PITT-01-0010,06-22-1998,1000,LIRITUL,Liriodendron tulipifera,3,314100,3946500,1121,5.36382103,281.6,LT-SEL,1.03253949
PITT-01-0011,06-23-1998,1000,LIRITUL,Liriodendron tulipifera,2,306148,3940257,1134,5.10715389,64.03,VIRGIN,1.64530134
PITT-01-0012,06-24-1998,1000,LIRITUL,Liriodendron tulipifera,6,307409,3941192,1019,5.61283112,476.3,VIRGIN,1.99964607
PITT-01-0017,07-08-1998,1000,LIRITUL,Liriodendron tulipifera,5,307946,3942240,1015,6.66399097,255,SETTLE,0.05800001
PITT-01-0018,07-09-1998,1000,LIRITUL,Liriodendron tulipifera,2,310268,3943277,866.8,4.24502897,20,VIRGIN,1.68929851
PITT-01-0021,07-15-1998,1000,LIRITUL,Liriodendron tulipifera,7,310830,3939570,1181,9.44544983,10,VIRGIN,0.00020564
PITT-01-0023,07-22-1998,1000,LIRITUL,Liriodendron tulipifera,1,307650,3942600,918.3,4.41510916,76.16,SETTLE,0.95874566
PITT-01-0024,07-27-1998,1000,LIRITUL,Liriodendron tulipifera,5,306754,3941108,988.4,8.58088684,36.06,VIRGIN,1.43431389
PITT-01-0025,07-29-1998,1000,LIRITUL,Liriodendron tulipifera,2,307142,3941812,939.3,5.4027791,134.5,SETTLE,1.46014357
PITT-01-0027,08-03-1998,1000,LIRITUL,Liriodendron tulipifera,2,308450,3940550,980.5,4.8444171,63.25,VIRGIN,1.66897535
PITT-01-0028,08-04-1998,1000,LIRITUL,Liriodendron tulipifera,8,308910,3940760,952.8,7.43198395,36.06,VIRGIN,1.81553626
PITT-01-0029,08-05-1998,1000,LIRITUL,Liriodendron tulipifera,2,310133,3942698,882.3,5.15354681,50,LT-SEL,0.36615214
PITT-01-0030,08-11-1998,1000,LIRITUL,Liriodendron tulipifera,6,310100,3940000,1113,3.4010179,84.85,VIRGIN,1.94633472
PITT-01-0032,08-13-1998,1000,LIRITUL,Liriodendron tulipifera,2,310859,3943736,847,6.38500595,50,LT-SEL,0.80605716
PITT-01-0033,08-17-1998,1000,LIRITUL,Liriodendron tulipifera,2,310756,3943911,834.5,5.5891118,22.36,LT-SEL,1.9692086
PITT-01-0036,08-22-1998,1000,LIRITUL,Liriodendron tulipifera,2,310656,3943544,859.8,6.00051403,89.44,LT-SEL,0.8724767
PITT-01-0037,09-04-1998,1000,LIRITUL,Liriodendron tulipifera,5,305797,3945173,1185,4.73946524,264,LT-SEL,1.86984003
PITT-01-0039,09-10-1998,1000,LIRITUL,Liriodendron tulipifera,6,307153,3945793,910,5.95543623,14.14,SETTLE,0.57244837
PITT-01-0040,09-11-1998,1000,LIRITUL,Liriodendron tulipifera,7,310922,3943717,859.5,7.11973906,104.4,LT-SEL,1.06107688
PITT-01-0041,09-24-1998,1000,LIRITUL,Liriodendron tulipifera,6,310919,3944781,801.3,7.50090694,41.23,SETTLE,1.99556172
PITT-01-0042,10-06-1998,1000,LIRITUL,Liriodendron tulipifera,6,311300,3945093,793.7,10.53,0,SETTLE,1.68462086
PITT-01-0043,10-13-1998,1000,LIRITUL,Liriodendron tulipifera,5,311400,3945300,802.3,6.070086,90.55,SETTLE,0.3981379
UFRL-01-0002,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,5,235017,3940269,551.7,7.12312412,14.14,LT-SEL,0.96440923
UFRL-01-0003,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,1,235314,3939679,683.7,4.15644693,22.36,LT-SEL,1.9521364
UFRL-01-0005,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,7,236953,3942612,437.7,6.78083277,0,LT-SEL,1.79770136
UFRL-01-0008,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,4,238068,3941945,584,4.80739689,108.2,LT-SEL,1.51250339
UFRL-01-0010,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,2,236100,3942320,606.2,3.7613709,252.4,LT-SEL,0.05484751
UFRL-01-0012,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,6,235410,3938141,917.5,5.20643902,353.8,LT-SEL,0.81792277
UFRL-01-0013,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,3,235650,3938220,941,4.39282799,320.6,LT-SEL,1.68158853
UFRL-01-0015,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,2,235941,3938085,883.4,5.40982389,108.2,LT-SEL,1.37579525
UFRL-01-0020,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,5,234034,3940680,613.4,4.98365498,36.06,LT-SEL,1.85831022
UFRL-01-0021,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,7,235912,3942749,510.3,8.76585293,312.6,LT-SEL,1.50207818
UFRL-01-0022,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,5,237072,3943689,457.3,9.2308197,28.28,LT-SEL,1.1679101
UFRL-01-0025,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,6,233638,3935979,794,3.75529408,360.6,LT-SEL,1.98356032
UFRL-01-0028,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,1,237448,3936898,817.5,8.70455647,465.3,LT-SEL,0.81304598
UFRL-01-0029,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,5,237077,3937542,840.3,7.90501118,408,LT-SEL,1.70904732
UFRL-01-0030,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,6,235308,3940881,544.6,8.5399971,160,LT-SEL,1.12592888
UFRL-01-0031,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,5,235107,3940838,568.9,10.67,250.8,LT-SEL,1.20157778
UFRL-01-0032,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,1,234310,3939580,678.1,5.25798607,214,LT-SEL,0.0947428
UFRL-01-0034,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,6,234612,3939304,582.7,6.23814106,176.9,LT-SEL,0.34974054
UFRL-01-0037,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,1,233140,3933420,681.4,4.70516014,506,LT-SEL,0.88299614
UFRL-01-0038,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,1,233130,3933370,670.8,4.5713501,462.4,LT-SEL,0.64879811
UFRL-01-0039,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,1,234360,3940800,698.4,3.85004401,197,LT-SEL,0.43965831
UFRL-01-0045,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,3,235320,3942960,637.3,4.85419703,300.8,LT-SEL,0.02940879
UFRL-01-0046,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,1,235456,3942932,614.4,5.13394117,186,LT-SEL,1.19817114
UFRL-01-0047,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,235527,3943005,584.3,6.47289991,85.44,LT-SEL,1.77505493
UFRL-01-0047,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,235513,3942968,607,4.79977417,114,LT-SEL,1.38205504
UFRL-01-0047,07-17-2000,1000,LIRITUL,Liriodendron tulipifera,6,235527,3943005,584.3,6.47289991,85.44,LT-SEL,1.77505493
UFRL-01-0047,07-17-2000,1000,LIRITUL,Liriodendron tulipifera,6,235513,3942968,607,4.79977417,114,LT-SEL,1.38205504
UFRL-01-0048,07-18-2000,1000,LIRITUL,Liriodendron tulipifera,4,235660,3943050,574.8,4.37171078,0,LT-SEL,1.66967678
UFRL-01-0048,07-18-2000,1000,LIRITUL,Liriodendron tulipifera,4,235685,3943022,608.7,3.64123893,36.06,LT-SEL,1.90694547
UFRL-01-0051,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,5,241387,3941854,565.1,5.09103489,50,LT-SEL,0.76325756
UFRL-01-0052,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,1,240249,3943501,481.8,4.45236206,14.14,LT-SEL,1.9872098
UFRL-01-0053,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,2,242208,3944378,603,6.0051198,36.06,LT-SEL,0.41018903
UFRL-01-0055,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,7,241807,3944856,669.3,9.71498203,378.5,LT-SEL,1.50664282
UFRL-01-0056,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,1,241742,3944964,691.1,5.42046499,317.6,LT-SEL,1.38211691
UFRL-01-0057,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,5,241338,3944866,611.7,10.24,197.2,LT-SEL,0.00886668
UFRL-01-0058,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,2,241943,3944955,690.8,4.80152607,230,LT-SEL,0.52077001
UFRL-01-0059,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,5,241152,3941466,650.8,3.88353205,386.4,LT-SEL,1.94824541
UFRL-01-0060,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,5,241340,3941466,663.5,4.75779009,383.3,LT-SEL,1.99991763
UFRL-01-0061,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,241204,3941328,673.2,5.40900183,520.1,LT-SEL,1.75601733
UFRL-01-0062,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,1,241278,3941389,680.2,4.7884531,460,LT-SEL,0.00010672
UFRL-01-0063,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,240174,3941673,676.8,3.841851,237.1,LT-SEL,1.47897458
UFRL-01-0066,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,239801,3938603,659.7,7.15281677,10,LT-SEL,1.83896255
UFRL-01-0071,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,1,235265,3943823,446.6,4.69749117,50,LT-SEL,1.50944912
UFRL-01-0074,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,7,235318,3943835,413.1,6.75950623,10,LT-SEL,1.86838758
UFRL-01-0075,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,7,235333,3943696,443.3,8.6936121,10,LT-SEL,0.42805532
UFRL-01-0076,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,5,235431,3943758,478.2,5.47542715,100.5,LT-SEL,0.44149759
UFRL-01-0078,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,230292,3938826,351,5.04492712,92.2,LT-SEL,1.98913229
UFRL-01-0079,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,230347,3938843,326.3,6.51829004,40,LT-SEL,1.96703136
UFRL-01-0081,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,230573,3938726,368.7,4.95879889,127.3,LT-SEL,0.24951959
UFRL-01-0082,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,1,230688,3939174,379.4,4.40113401,64.03,LT-SEL,0.0154725
UFRL-01-0083,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,239763,3946042,564.8,5.63021421,138.9,LT-SEL,1.24359202
UFRL-01-0084,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,6,239103,3945901,605.9,3.48094106,130.4,LT-SEL,1.99760628
UFRL-01-0085,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,238407,3945493,603.3,3.52819395,247.6,LT-SEL,1.67021656
UFRL-01-0087,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,1,238594,3945702,594.8,5.8831768,278.9,LT-SEL,1.45682681
UFRL-01-0090,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,232680,3932950,562.8,5.2535038,620.1,LT-SEL,0.89792567
UFRL-01-0090,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,232740,3932960,578.9,8.87221527,560.4,LT-SEL,0.00473134
UFRL-01-0090,05-03-2001,1000,LIRITUL,Liriodendron tulipifera,4,232680,3932950,562.8,5.2535038,620.1,LT-SEL,0.89792567
UFRL-01-0090,05-03-2001,1000,LIRITUL,Liriodendron tulipifera,4,232740,3932960,578.9,8.87221527,560.4,LT-SEL,0.00473134
UFRL-01-0091,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,3,232580,3932960,561.5,3.56035495,667.1,LT-SEL,0.38941371
UFRL-01-0091,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,3,232606,3932967,562,4.10381317,664.8,LT-SEL,0.55525863
UFRL-01-0091,07-02-2001,1000,LIRITUL,Liriodendron tulipifera,3,232580,3932960,561.5,3.56035495,667.1,LT-SEL,0.38941371
UFRL-01-0091,07-02-2001,1000,LIRITUL,Liriodendron tulipifera,3,232606,3932967,562,4.10381317,664.8,LT-SEL,0.55525863
UFRL-01-0092,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,232960,3933260,662.6,4.68487406,466.9,LT-SEL,0.30797628
UFRL-01-0092,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,232982,3933328,677.8,4.51414013,504.5,LT-SEL,0.49305943
UFRL-01-0092,05-21-2001,1000,LIRITUL,Liriodendron tulipifera,8,232960,3933260,662.6,4.68487406,466.9,LT-SEL,0.30797628
UFRL-01-0092,05-21-2001,1000,LIRITUL,Liriodendron tulipifera,8,232982,3933328,677.8,4.51414013,504.5,LT-SEL,0.49305943
UFRL-01-0094,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,1,235980,3942300,611.9,3.47198105,150,LT-SEL,0.13187182
UFRL-01-0101,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,234350,3943950,340.8,8.63799095,72.11,LT-SEL,0.2041461
UFRL-01-0102,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,4,235300,3945580,381,9.631917,120.4,LT-SEL,0.5425055
UFRL-01-0103,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,3,234860,3945260,362.4,6.63645792,85.44,LT-SEL,0.19415538
UFRL-01-0104,00-00-1978,1000,LIRITUL,Liriodendron tulipifera,3,234320,3944060,352.1,4.38337517,128.1,LT-SEL,0.13132447
UFRL-01-0105,00-00-1979,1000,LIRITUL,Liriodendron tulipifera,3,242070,3942590,526.4,8.25389004,223.6,SETTLE,0.46192941
UFRL-01-0106,00-00-1979,1000,LIRITUL,Liriodendron tulipifera,2,243140,3943480,565.3,3.60729504,560.4,SETTLE,0.01103224
UFRL-01-0155,00-00-1979,1000,LIRITUL,Liriodendron tulipifera,4,245840,3948020,578.2,8.48253059,457.9,CORPLOG,0.35673663
UFRL-01-0156,00-00-2001,1000,LIRITUL,Liriodendron tulipifera,5,245710,3947920,566.9,4.40872002,456.2,CORPLOG,1.15643048
UFRL-01-0156,00-00-2001,1000,LIRITUL,Liriodendron tulipifera,5,245710,3947920,566.9,4.40872002,456.2,CORPLOG,1.15643048
UFRL-01-0160,00-00-1979,1000,LIRITUL,Liriodendron tulipifera,4,239310,3949860,376.4,12.55,20,CORPLOG,0.61370921
UFRL-01-0162,00-00-1979,1000,LIRITUL,Liriodendron tulipifera,1,238710,3949090,403.2,5.53664684,128.1,CORPLOG,1.21641386
UFRL-01-0164,00-00-1979,1000,LIRITUL,Liriodendron tulipifera,4,241020,3948510,444.3,7.50882721,0,CORPLOG,1.57979429
UFRL-01-0166,00-00-1979,1000,LIRITUL,Liriodendron tulipifera,5,242200,3949980,414,8.91287422,72.11,CORPLOG,1.10765398
UFRL-01-0169,00-00-1979,1000,LIRITUL,Liriodendron tulipifera,9,228820,3938490,283.6,7.5401268,234.1,LT-SEL,1.94689631
UFRL-02-0002,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,3,242710,3941880,544.1,5.79644585,502.2,SETTLE,1.52776837
UFRL-02-0002,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,3,242700,3941784,539.9,4.75019789,471,SETTLE,1.08705258
UFRL-02-0002,05-30-2002,1000,LIRITUL,Liriodendron tulipifera,3,242710,3941880,544.1,5.79644585,502.2,SETTLE,1.52776837
UFRL-02-0002,05-30-2002,1000,LIRITUL,Liriodendron tulipifera,3,242700,3941784,539.9,4.75019789,471,SETTLE,1.08705258
UFRL-02-0003,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,3,242850,3941910,541.4,7.01022387,466.5,SETTLE,0.08437267
UFRL-02-0003,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,3,242786,3941973,541.1,7.91147089,446.5,SETTLE,0.46330348
UFRL-02-0003,06-03-2002,1000,LIRITUL,Liriodendron tulipifera,1,242850,3941910,541.4,7.01022387,466.5,SETTLE,0.08437267
UFRL-02-0003,06-03-2002,1000,LIRITUL,Liriodendron tulipifera,1,242786,3941973,541.1,7.91147089,446.5,SETTLE,0.46330348
UFRL-02-0004,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,3,242730,3942040,544.1,6.66943598,398.2,SETTLE,1.41355217
UFRL-02-0004,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,3,242662,3941856,543.3,6.1997962,492.4,SETTLE,0.31048426
UFRL-02-0004,06-04-2002,1000,LIRITUL,Liriodendron tulipifera,2,242730,3942040,544.1,6.66943598,398.2,SETTLE,1.41355217
UFRL-02-0004,06-04-2002,1000,LIRITUL,Liriodendron tulipifera,2,242662,3941856,543.3,6.1997962,492.4,SETTLE,0.31048426
UFRL-02-0005,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,1,244140,3943510,550.7,5.81284523,141.4,SETTLE,1.50991607
UFRL-02-0005,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,1,244116,3943477,551.4,5.55141211,138.9,SETTLE,1.15315318
UFRL-02-0005,06-17-2002,1000,LIRITUL,Liriodendron tulipifera,2,244140,3943510,550.7,5.81284523,141.4,SETTLE,1.50991607
UFRL-02-0005,06-17-2002,1000,LIRITUL,Liriodendron tulipifera,2,244116,3943477,551.4,5.55141211,138.9,SETTLE,1.15315318
UFRL-02-0007,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,1,247750,3943030,557.6,10.21,10,SETTLE,0.03650986
UFRL-02-0008,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,2,245250,3943500,547.5,8.6886034,310.2,SETTLE,0.17736255
UFRL-02-0009,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,4,245050,3943400,544.6,7.94175386,165.5,SETTLE,0.02136434
UFRL-02-0009,00-00-1977,1000,LIRITUL,Liriodendron tulipifera,4,245134,3943427,546.4,6.42680311,238.5,SETTLE,1.66489065
