"Genetic ID (suffixes: "".DG"" is a high coverage shotgun genome with diploid genotype calls, "".AG"" is shotgun data with each position in the genome represented by a randomly chosen sequence, "".HO"" is Affymetrix Human Origins genotype data)",Master ID,Skeletal code,Skeletal element,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]",Publication abbreviation,doi for publication of this representation of the data,Link to the most permanent repository hosting these data,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at death, Morphological sex from physical anthropology",Group ID,Locality,Political Entity,Lat.,Long.,Pulldown Strategy,Suffices (indicating data types used for sources which can be a subset of that in bam),Data type,No. Libraries,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),Molecular Sex,Sum total of ROH segments >4 cM,Sum total of ROH segments >20cM,Y haplogroup in terminal mutation notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup  in ISOGG v15.73 notation automatically called based on Yfull with the software described in Lazaridis et al. Science 2022,Y haplogroup manually called if different from automatic,mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,mtDNA match to consensus if >2x (merged data),Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),ANGSD MOM 95% CI truncated at 0 (only if male and >=200 SNPs),hapConX 95% CI truncated at 0 (only if male and >=2000 SNPs covered on X chromosome),"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,endogenous by library (computed on shotgun data),ASSESSMENT,ASSESSMENT WARNING
gene_id,master_id,skel_code,skel_elem,year_pub,pub_abbr,doi,link,date_metho,date_BP,date_err,date_full,age_at_death,group,locality,pol_ent,lat,long,Pulldown Strategy,suffices,data_type,no_lib,snps_1240k,snps_ho,mol_sex,ROH_tot,ROH_tot2,Y_hap,Y_hap2,Y-hap3,mtDNA_cov,mtDNA_hap,mtDNA_match,damage,sex_ratio,angsd,hapconx,lib_type,libs,endo,assess,assess_warn
HNJ005.AG,HNJ005,76/88,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,35-50 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,16604,8428,U,..,..,n/a (sex unknown)),n/a (sex unknown)),..,0.05,n/a (<2x),n/a (<2x),0.15,..,..,..,ss.USER,ILLUMINA-HNJ005.A0101.TF2,0.013,PASS,..
HNJ006.AG,HNJ006,77/89,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,50-70 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,136523,70090,F,..,..,n/a (female),n/a (female),..,0.15,n/a (<2x),n/a (<2x),0.28,..,n/a (female),..,ss.USER,ILLUMINA-HNJ006.A0101.TF2,0.07,PASS,..
HNJ007.AG,HNJ007,78/90,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,55-70 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,197657,101842,F,..,..,n/a (female),n/a (female),..,0.2,H2a2a1,n/a (<2x),0.18,..,n/a (female),..,ss.USER,ILLUMINA-HNJ007.A0101.TF2,0.119,PASS,..
HNJ008.AG,HNJ008,79/91,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,25-35 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,177915,91609,F,..,..,n/a (female),n/a (female),..,0.25,H2a2,n/a (<2x),0.35,..,n/a (female),..,ss.USER,ILLUMINA-HNJ008.A0101.TF2,0.078,PASS,..
HNJ009.AG,HNJ009,80/92,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,12-13 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,23864,12323,F,..,..,n/a (female),n/a (female),..,0.04,n/a (<2x),n/a (<2x),0.25,..,n/a (female),..,ss.USER,ILLUMINA-HNJ009.A0101.TF2,0.01,PASS,..
HNJ010.AG,HNJ010,83/95,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,30-40 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,931387,486625,F,..,..,n/a (female),n/a (female),..,2.48,U5b1c,"[1,0.98]",0.17,..,n/a (female),..,ss.USER,ILLUMINA-HNJ010.A0101.TF2,0.457,PASS,..
HNJ011.AG,HNJ011,82/94,Tooth (46),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,"Direct: 68% CI (WARNING: calibration curve, lab code, and uncalibrated date unknown)",1283,3,662-672 calCE,20-25 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,735500,381772,M,..,..,"Q-L715,Q-L713",Q1a1b1a,..,70.88,H2a1+146,"[1,0.98]",0.26,..,..,..,ss.USER,ILLUMINA-HNJ011.A0101.TF2,0.442,PASS,..
HNJ012.AG,HNJ012,84/96,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,4-5 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,828402,432080,M,..,..,"Q-L715,Q-L713",Q1a1b1a,..,3.63,U5b1c,"[1,0.98]",0.22,..,..,..,ss.USER,ILLUMINA-HNJ012.A0101.TF2,0.455,PASS,..
HNJ013.AG,HNJ013,86/98,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,25-35 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,595131,307489,F,..,..,n/a (female),n/a (female),..,0.88,U5b1c,n/a (<2x),0.28,..,n/a (female),..,ss.USER,ILLUMINA-HNJ013.A0101.TF2,0.326,PASS,..
HNJ014.AG,HNJ014,87/99,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,13-15 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,850777,442785,M,..,..,Q-L712,Q1a1b1,..,3.13,HV9+152,"[1,0.98]",0.23,..,..,..,ss.USER,ILLUMINA-HNJ014.A0101.TF2,0.378,PASS,..
HNJ015.AG,HNJ015,88/100,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,20-25 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,947593,492123,F,..,..,n/a (female),n/a (female),..,8.39,H2a1+146,"[1,0.98]",0.23,..,n/a (female),..,ss.USER,ILLUMINA-HNJ015.A0101.TF2,0.574,PASS,..
HNJ016.AG,HNJ016,187/218,Tooth (46),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,"Direct: 68% CI (WARNING: calibration curve, lab code, and uncalibrated date unknown)",1263,14,664-711 calCE,35-45 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,559674,289901,M,..,..,"Q-F1215,Q-F1096",Q1a1,..,48.95,G2a+152,"[1,0.99]",0.22,..,..,..,ss.USER,ILLUMINA-HNJ016.A0101.TF2,0.329,PASS,..
HNJ025.AG,HNJ025,75/87,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,40-50 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,981007,509223,M,..,..,E-V13,E1b1b1a1b1a,..,2.8,W4,"[0.99,0.95]",0.21,..,..,..,ss.USER,ILLUMINA-HNJ025.A0101.TF2,0.625,PASS,..
HNJ026.AG,HNJ026,85/97,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Direct dates on other individuals at site,1250,29,650-750 CE,18-20 yrs.,Hungary_MiddleAvar.AG,"Hajdúnánás (Hajdú-Bihar County, Hajdúnánás)",Hungary,47.841,21.424,Native pulldown on 3.2M snpset,AG,1240k,1,975780,508257,F,..,..,n/a (female),n/a (female),..,10.35,H2a1+146,"[1,0.98]",0.19,..,n/a (female),..,ss.USER,ILLUMINA-HNJ026.A0101.TF2,0.668,PASS,..
KFJ001.AG,KFJ001,KFülöp01,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,29-34 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,217558,111230,M,..,..,N-L735,N1,..,0.35,H2a2a1,n/a (<2x),0.21,..,..,..,ss.USER,ILLUMINA-KFJ001.A0101.TF1,0.183,PASS,..
KFJ002.AG,KFJ002,KFülöp02,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,34-43 yrs.,Hungary_LateAvar_lc.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,13934,7098,M,..,..,"CT-M5653,CT-M168",CT,..,0.05,n/a (<2x),n/a (<2x),0.21,..,..,..,ss.USER,ILLUMINA-KFJ002.A0101.TF1,0.012,PASS,..
KFJ003.AG,KFJ003,KFülöp03,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,30-35 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,91299,46604,F,..,..,n/a (female),n/a (female),..,0.12,n/a (<2x),n/a (<2x),0.23,..,n/a (female),..,ss.USER,ILLUMINA-KFJ003.A0101.TF1,0.077,PASS,..
KFJ004.AG,KFJ004,KFülöp04,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,19-24 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,950187,494844,F,..,..,n/a (female),n/a (female),..,5.88,Z1a1b,"[1,0.98]",0.12,..,n/a (female),..,ss.USER,ILLUMINA-KFJ004.A0101.TF1,0.592,PASS,..
KFJ005.AG,KFJ005,KFülöp05A,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,20-25 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,854137,443957,F,..,..,n/a (female),n/a (female),..,3.53,T1a1+@152,..,0.16,..,n/a (female),..,ss.USER,ILLUMINA-KFJ005.A0101.TF1,0.539,PASS,..
KFJ006.AG,KFJ006,KFülöp05B,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,"1,5-2 yrs.",Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,998656,518407,F,..,..,n/a (female),n/a (female),..,12.96,T1a1,"[0.99,0.97]",0.14,..,n/a (female),..,ss.USER,ILLUMINA-KFJ006.A0101.TF1,0.71,PASS,..
KFJ007.AG,KFJ007,KFülöp06,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,25-30 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,947161,492958,M,..,..,"NO-P193,NO-M214",NO1,..,8.56,H1b1a,..,0.12,..,..,..,ss.USER,ILLUMINA-KFJ007.A0101.TF1,0.587,PASS,..
KFJ008.AG,KFJ008,KFülöp07,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,65-70 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,713774,369510,F,..,..,n/a (female),n/a (female),..,12.52,D4j5,"[1,0.98]",0.17,..,n/a (female),..,ss.USER,ILLUMINA-KFJ008.A0101.TF1,0.449,PASS,..
KFJ009.AG,KFJ009,KFülöp08,Bone (Femur),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,71-80 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,744963,387291,F,..,..,n/a (female),n/a (female),..,11.13,C4a1a4,"[1,0.98]",0.11,..,n/a (female),..,ss.USER,ILLUMINA-KFJ009.A0101.TF1,0.359,PASS,..
KFJ010.AG,KFJ010,KFülöp09,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,46-62 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,874734,456788,M,..,..,N-M178,N1c1a,..,3.76,C4a1,..,0.17,..,..,..,ss.USER,ILLUMINA-KFJ010.A0101.TF1,0.432,PASS,..
KFJ011.AG,KFJ011,KFülöp10,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1213,39,670-804 CE,67-73 yrs.,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,1048011,541923,F,..,..,n/a (female),n/a (female),..,13.51,H1b1a,..,0.19,..,n/a (female),..,ss.USER,ILLUMINA-KFJ011.A0101.TF1,0.719,PASS,..
KFJ012.AG,KFJ012,KFülöp11,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,15-17 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,985865,511627,M,..,..,N-M178,N1c1a,..,12.31,C4a1,"[1,0.98]",0.15,..,..,..,ss.USER,ILLUMINA-KFJ012.A0101.TF1,0.628,PASS,..
KFJ013.AG,KFJ013,KFülöp12,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1213,39,670-804 CE,7-8 yrs.,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,1017284,526778,M,..,..,N-L708,N1c1a1,..,18.69,F1b1e,"[1,0.98]",0.15,..,..,..,ss.USER,ILLUMINA-KFJ013.A0101.TF1,0.69,PASS,..
KFJ014.AG,KFJ014,KFülöp13,Bone (Femur),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1213,39,670-804 CE,10-11 yrs.,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,553078,287988,F,..,..,n/a (female),n/a (female),..,15.09,F1b1e,"[1,0.98]",0.21,..,n/a (female),..,ss.USER,ILLUMINA-KFJ014.A0101.TF1,0.413,PASS,..
KFJ015.AG,KFJ015,KFülöp15,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1213,39,670-804 CE,8-9 yrs.,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,1030196,533997,F,..,..,n/a (female),n/a (female),..,12.33,F1b1e,..,0.09,..,n/a (female),..,ss.USER,ILLUMINA-KFJ015.A0101.TF1,0.71,PASS,..
KFJ016.AG,KFJ016,KFülöp16,Bone (Femur),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1213,39,670-804 CE,Adult,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,138727,70874,M,..,..,GHIJK-M3658,GHIJK,..,4.07,D4e5b,"[1,0.94]",0.2,..,"[0,0.059]",..,ss.USER,ILLUMINA-KFJ016.A0101.TF1,0.118,PASS,..
KFJ017.AG,KFJ017,KFülöp17,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,40-46 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,1019857,527399,M,..,..,N-L708,N1c1a1,..,14.82,C4a1a4,"[0.99,0.97]",0.19,..,..,..,ss.USER,ILLUMINA-KFJ017.A0101.TF1,0.677,PASS,..
KFJ018.AG,KFJ018,KFülöp18,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,11-12 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,1017837,527975,M,..,..,N-L708,N1c1a1,..,17.02,D4e5a,"[1,0.98]",0.08,..,..,..,ss.USER,ILLUMINA-KFJ018.A0101.TF1,0.74,PASS,..
KFJ019.AG,KFJ019,KFülöp19,Bone (Frontal),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,inf. 1,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,274682,141873,U,..,..,n/a (sex unknown)),n/a (sex unknown)),..,2.84,D4e5,"[0.97,0.93]",0.15,..,..,..,ss.USER,ILLUMINA-KFJ019.A0101.TF1,0.245,PASS,..
KFJ020.AG,KFJ020,KFülöp20A,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,37-43 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,626392,325666,M,..,..,"N-M2087,1",N1c,..,4.62,D4e5b,"[1,0.98]",0.12,..,..,..,ss.USER,ILLUMINA-KFJ020.A0101.TF1,0.443,PASS,..
KFJ021.AG,KFJ021,KFülöp20B,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,16-18 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,1008078,522642,M,..,..,N-L708,N1c1a1,..,10.79,H7,"[1,0.98]",0.18,..,..,..,ss.USER,ILLUMINA-KFJ021.A0101.TF1,0.664,PASS,..
KFJ022.AG,KFJ022,KFülöp21,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,16-18 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,1014368,526725,F,..,..,n/a (female),n/a (female),..,22.92,C4a1a4,"[1,0.98]",0.14,..,n/a (female),..,ss.USER,ILLUMINA-KFJ022.A0101.TF1,0.69,PASS,..
KFJ023.AG,KFJ023,KFülöp22,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,4-5 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,921988,479834,F,..,..,n/a (female),n/a (female),..,8.06,F1b1e,"[1,0.98]",0.17,..,n/a (female),..,ss.USER,ILLUMINA-KFJ023.A0101.TF1,0.587,PASS,..
KFJ024.AG,KFJ024,KFülöp24,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1213,39,670-804 CE,10-11 yrs.,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,790121,412087,M,..,..,N-L708,N1c1a1,..,3.81,D4,"[1,0.98]",0.17,..,..,..,ss.USER,ILLUMINA-KFJ024.A0101.TF1,0.383,PASS,..
KFJ025.AG,KFJ025,KFülöp25,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,5-6 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,993600,516069,M,..,..,N-L392,N1c1a1a,..,12.3,T1a1+@152,"[1,0.98]",0.16,..,..,..,ss.USER,ILLUMINA-KFJ025.A0101.TF1,0.613,PASS,..
KFJ026.AG,KFJ026,KFülöp26,Tooth (36),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1188,24,720-804 CE,7-8 yrs.,Hungary_LateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,321968,165680,F,..,..,n/a (female),n/a (female),..,26.71,D4e5a,"[1,0.98]",0.24,..,n/a (female),..,ss.USER,ILLUMINA-KFJ026.A0101.TF1,0.105,PASS,..
KFJ027.AG,KFJ027,KFülöp29,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1213,39,580-804 CE,30-35 yrs.,Hungary_Avar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,828147,432167,F,..,..,n/a (female),n/a (female),..,1.56,U5a2b1a,n/a (<2x),0.15,..,n/a (female),..,ss.USER,ILLUMINA-KFJ027.A0101.TF1,0.355,PASS,..
KFJ028.AG,KFJ028,KFülöp31,Tooth (47),2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1213,39,670-804 CE,37-46 yrs.,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,676697,351075,F,..,..,n/a (female),n/a (female),..,311.25,D4,"[1,0.99]",0.23,..,n/a (female),..,ss.USER,ILLUMINA-KFJ028.A0101.TF1,0.52,PASS,..
KFJ029.AG,KFJ029,KFülöp33,Petrous,2024,GnecchiRusconeNature2024,10.1038/s41586-024-07312-4,ENA:PRJEB72021,Context: Archaeological,1213,39,670-804 CE,3-4 yrs.,Hungary_MiddleLateAvar.AG,"Kunszállás-Fülöpjakab (Bács-Kiskun County, Kecskemét)",Hungary,46.751,19.738,Native pulldown on 3.2M snpset,AG,1240k,1,937559,488688,F,..,..,n/a (female),n/a (female),..,9.51,G2a2,"[1,0.98]",0.16,..,n/a (female),..,ss.USER,ILLUMINA-KFJ029.A0101.TF1,0.604,PASS,..
